ID_ALUNO;ANO_INGRESSO;IE_2020;FASE_2020;PEDRA_2020;INDE_2020;IAA_2020;IEG_2020;DESTAQUE_IEG_2020;IDA_2020;DESTAQUE_IDA_2020;IPV_2020;DESTAQUE_IPV_2020;IPP_2020;IPS_2020;IAN_2020;PONTO_VIRADA_2020;IE_2021;FASE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;IPV_2021;IAN_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;BOLSISTA_2022;FASE_2022;PEDRA_2022;INDE_2022;IAA_2022;IEG_2022;DESTAQUE_IEG_2022;IDA_2022;DESTAQUE_IDA_2022;IPV_2022;DESTAQUE_IPV_2022;IPS_2022;IPP_2022;IAN_2022;CG_2022;CF_2022;CT_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;REC_EQUIPE_1_2022;REC_EQUIPE_2_2022;REC_EQUIPE_3_2022;REC_EQUIPE_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;NIVEL_IDEAL_2022
977;;;;;;;;;;;;;;;;;Escola Pública;1.0;Ágata;6.25;9.0;7.1;7.5;5.4;5.8;5.1;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.2;8.5;8.52;Destaque: A sua boa entrega das lições de casa.;6.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.0;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.88;5.63;5.0;427.0;128.0;5.0;6.5;6.5;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 2 (5º e 6º ano)
979;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Quartzo;4.37;6.92;3.35;Melhorar: Melhorar a sua entrega de lições de casa.;2.83;Melhorar: Empenhar-se mais nas aulas e avaliações.;3.75;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;4.38;5.0;845.0;192.0;13.0;2.8;2.8;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 2 (5º e 6º ano)
980;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.58;1.0;6.57;Melhorar: Melhorar a sua entrega de lições de casa.;7.35;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.08;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.13;5.63;10.0;284.0;79.0;5.0;8.8;5.9;;2.0;Mantido na Fase + Bolsa;Mantido na Fase atual;;;Sim;Não;ALFA  (2º e 3º ano)
981;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ágata;6.85;1.0;8.39;Destaque: A sua boa entrega das lições de casa.;4.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.67;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.25;5.63;5.0;540.0;153.0;7.0;5.5;4.0;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 2 (5º e 6º ano)
982;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Ágata;6.97;9.0;6.85;Melhorar: Melhorar a sua entrega de lições de casa.;4.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.89;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.25;10.0;496.0;73.0;11.0;4.0;5.5;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 2 (5º e 6º ano)
983;2018;Rede Decisão/União;2N;Ametista;7.79;9.0;9.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;5.5;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.11;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.13;3.75;10;Não;Rede Decisão;3.0;Topázio;8.3;7.9;7.5;7.5;7.2;8.5;9.8;10.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Sim;Nível 2 (5o e 6o ano);1.0;Sim;3.0;Ametista;7.74;8.75;9.16;Destaque: A sua boa entrega das lições de casa.;5.96;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.42;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;7.97;10.0;222.0;31.0;6.0;5.7;5.8;6.4;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Não;Não;Fase 3 (7º e 8º ano)
984;2017;Escola Pública;1H;Quartzo;5.31;9.5;4.3;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.61;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.29;7.5;5;Não;Escola Pública;1.0;Quartzo;4.08;9.5;0.4;7.5;1.1;7.2;4.3;5.0;Não avaliado;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Quartzo;5.59;7.92;5.95;Melhorar: Melhorar a sua entrega de lições de casa.;4.0;Melhorar: Empenhar-se mais nas aulas e avaliações.;5.75;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.88;4.69;5.0;776.0;180.0;12.0;1.7;6.3;;2.0;Mantido na Fase atual;Promovido de Fase;;;Não;Não;Fase 3 (7º e 8º ano)
985;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ágata;6.13;9.5;8.96;Destaque: A sua boa entrega das lições de casa.;1.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.11;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.63;5.0;704.0;169.0;14.0;2.0;1.5;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 2 (5º e 6º ano)
986;2018;Escola Pública;4F;Ágata;7.0;9.17;4.2;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;6.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.92;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.44;7.5;10;Não;Escola Pública;4.0;Ágata;6.43;8.8;6.4;1.9;6.3;8.3;7.5;5.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não;Nível 5 (1o EM);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
987;;;;;;;;;;;;;;;;;Escola Pública;0.0;Ametista;7.97;9.0;8.3;7.5;6.1;7.2;8.6;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;ALFA  (2o e 3o ano);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.39;8.0;9.36;Destaque: A sua boa entrega das lições de casa.;7.75;Destaque: As suas boas notas na Passos Mágicos.;6.89;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.42;5.0;364.0;95.0;8.0;6.0;9.5;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 2 (5º e 6º ano)
989;2020;Escola Pública;2P;Ametista;7.89;9.5;9.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.67;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33;7.5;5;Não;Escola Pública;2.0;Quartzo;5.21;0.0;3.3;7.5;5.8;7.5;6.9;5.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;Não;2.0;Ágata;6.9;9.5;7.4;Melhorar: Melhorar a sua entrega de lições de casa.;5.92;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.17;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.04;5.0;525.0;80.0;8.0;4.2;7.7;;3.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;Fase 4 (9º ano)
990;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Ágata;6.75;8.5;1.0;Destaque: A sua boa entrega das lições de casa.;2.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.5;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.46;5.0;569.0;90.0;13.0;1.0;4.0;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
991;2019;Escola Pública;2N;Ágata;6.8;9.0;7.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;2.5;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.22;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;10;Não;Escola Pública;2.0;Ametista;7.11;9.0;5.4;7.5;5.2;7.9;7.7;10.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);0.0;Não;2.0;Ágata;6.93;9.0;9.29;Destaque: A sua boa entrega das lições de casa.;5.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.56;Destaque: A sua boa integração aos Princípios Passos Mágicos.;4.38;6.25;5.0;513.0;78.0;5.0;5.0;6.0;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
992;2019;Escola Pública;0F;Ametista;7.32;9.0;5.6;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;9.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.0;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;2018;Rede Decisão/União;5F;Ametista;7.53;7.08;8.3;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.46;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.28;4.38;10;Não;Rede Decisão;5.0;Ágata;6.05;5.4;3.6;5.0;6.6;7.0;6.3;10.0;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não;Nível 5 (1o EM);0.0;Sim;5.0;Ágata;6.85;5.42;6.28;Melhorar: Melhorar a sua entrega de lições de casa.;8.89;Destaque: As suas boas notas na Passos Mágicos.;7.29;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;7.5;5.0;541.0;31.0;3.0;9.5;7.7;9.5;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;Não;Fase 6 (2º EM)
994;2019;Escola Pública;2F;Topázio;8.68;9.5;9.4;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.94;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.71;6.88;10;Não;Escola Pública;2.0;Ametista;7.6;9.5;7.5;7.5;7.4;7.5;8.3;5.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;Não;3.0;Ametista;7.44;1.0;8.24;Destaque: A sua boa entrega das lições de casa.;5.0;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.46;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.5;10.0;340.0;38.0;2.0;5.7;5.2;4.2;4.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;Fase 3 (7º e 8º ano)
995;2019;;;;;;;;;;;;;;;;Escola Pública;1.0;Ágata;5.75;8.0;5.8;7.5;0.9;7.7;7.9;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Ametista;7.22;8.0;9.75;Destaque: A sua boa entrega das lições de casa.;6.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.42;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.25;5.63;5.0;419.0;107.0;3.0;5.3;7.7;;2.0;Mantido na Fase atual;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
996;2018;Rede Decisão/União;2G;Ametista;7.74;9.0;7.3;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;6.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.28;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.71;7.5;10;Não;Rede Decisão;2.0;Ametista;6.89;9.0;5.8;7.5;5.6;7.3;6.2;10.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);0.0;Sim;2.0;Ametista;7.07;8.5;8.17;Destaque: A sua boa entrega das lições de casa.;7.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.61;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.0;6.25;5.0;465.0;71.0;10.0;5.2;9.2;;3.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;Fase 3 (7º e 8º ano)
997;2019;Escola Pública;1A;Topázio;8.98;9.0;9.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.75;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.13;1.0;10;Não;Rede Decisão;2.0;Topázio;8.77;8.5;10.0;5.0;8.6;7.9;9.5;10.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Sim;Nível 2 (5o e 6o ano);0.0;Sim;2.0;Ametista;7.96;6.92;9.21;Destaque: A sua boa entrega das lições de casa.;8.0;Destaque: As suas boas notas na Passos Mágicos.;8.72;Destaque: A sua boa integração aos Princípios Passos Mágicos.;4.38;6.46;10.0;151.0;20.0;3.0;7.0;9.0;;3.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;;Não;Sim;Fase 2 (5º e 6º ano)
998;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.74;9.5;9.67;Destaque: A sua boa entrega das lições de casa.;6.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.5;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;5.63;10.0;220.0;58.0;2.0;6.0;6.3;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;ALFA  (2º e 3º ano)
999;2018;Rede Decisão/União;3G;Ágata;7.0;8.33;5.8;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;7.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.72;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.88;3.13;10;Não;Rede Decisão;3.0;Ágata;6.86;7.9;6.1;4.4;6.4;6.9;7.2;10.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não avaliado;Não;Nível 3 (7o e 8o ano);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Ágata;6.69;9.5;8.09;Destaque: A sua boa entrega das lições de casa.;2.0;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.61;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.46;10.0;592.0;98.0;7.0;4.0;0.0;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 2 (5º e 6º ano)
1001;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Topázio;8.93;9.5;10.0;7.5;6.9;8.4;10.0;10.0;Mantido na Fase + Bolsa;Mantido na Fase + Bolsa;Não avaliado;Não avaliado;Sim;ALFA  (2o e 3o ano);0.0;Sim;0.0;Ametista;7.38;9.0;8.45;Destaque: A sua boa entrega das lições de casa.;8.08;Destaque: As suas boas notas na Passos Mágicos.;7.75;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.63;5.63;5.0;367.0;111.0;5.0;8.5;7.7;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 1 (4º ano)
1002;2020;Escola Pública;3J;Ametista;8.11;9.17;9.4;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.33;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.94;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.13;7.5;5;Não;Escola Pública;3.0;Ametista;7.69;8.8;8.3;7.5;7.5;7.7;8.1;5.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;Nível 5 (1o EM);-2.0;Não;4.0;Ametista;7.56;8.75;7.52;Destaque: A sua boa entrega das lições de casa.;8.28;Destaque: As suas boas notas na Passos Mágicos.;7.96;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.88;7.5;5.0;289.0;23.0;3.0;7.3;8.0;9.5;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;Fase 6 (2º EM)
1003;2019;Escola Pública;3C;Ametista;7.6;9.58;6.8;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;8.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.78;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1004;2020;Escola Pública;0H;Ametista;7.68;9.0;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;5.5;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;2.5;6.25;10;Não;Escola Pública;0.0;Ametista;7.51;10.0;10.0;6.9;6.4;7.8;6.3;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;Nível 2 (5o e 6o ano);-2.0;Não;0.0;Topázio;8.18;1.0;9.55;Destaque: A sua boa entrega das lições de casa.;8.67;Destaque: As suas boas notas na Passos Mágicos.;8.33;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;88.0;23.0;1.0;8.5;8.8;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
1005;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.05;8.5;9.83;Destaque: A sua boa entrega das lições de casa.;6.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.17;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;4.38;5.63;5.0;471.0;121.0;5.0;5.0;8.0;;2.0;Mantido na Fase atual;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
1006;2019;Escola Pública;1H;Ametista;7.81;9.0;9.4;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.44;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.92;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;2019;Escola Pública;2P;Ametista;7.53;9.5;8.3;Seu destaque em 2020: A sua boa entrega das lições de casa.;4.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.67;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33;7.5;10;Não;Escola Pública;2.0;Quartzo;3.75;0.0;1.7;7.5;0.8;7.2;6.5;5.0;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.26;1.0;6.64;Melhorar: Melhorar a sua entrega de lições de casa.;6.3;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.42;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.25;5.63;10.0;410.0;120.0;7.0;5.5;7.1;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;ALFA  (2º e 3º ano)
1009;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Ametista;7.4;7.0;10.0;7.5;6.3;2.5;7.2;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;ALFA  (2o e 3o ano);0.0;Não;0.0;Ametista;7.44;9.0;9.81;Destaque: A sua boa entrega das lições de casa.;8.08;Destaque: As suas boas notas na Passos Mágicos.;8.08;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2.5;5.94;5.0;339.0;99.0;3.0;8.0;8.2;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 1 (4º ano)
1010;2019;Escola Pública;1B;Topázio;8.58;9.0;9.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;1.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.42;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.19;5.0;10;Não;Escola Pública;1.0;Ametista;7.45;8.0;10.0;7.5;5.2;7.5;8.1;5.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;2.0;Ametista;7.26;8.5;8.29;Destaque: A sua boa entrega das lições de casa.;4.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.5;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.04;10.0;409.0;60.0;6.0;2.3;6.7;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 2 (5º e 6º ano)
1011;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.79;1.0;9.47;Destaque: A sua boa entrega das lições de casa.;7.83;Destaque: As suas boas notas na Passos Mágicos.;7.58;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.63;5.0;204.0;53.0;4.0;8.2;7.5;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 1 (4º ano)
1012;2020;Escola Pública;1M;Topázio;8.77;8.0;9.1;Seu destaque em 2020: A sua boa entrega das lições de casa.;1.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.92;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.13;7.5;10;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013;;;;;;;;;;;;;;;;;Escola Pública;2.0;Ametista;7.29;9.0;7.9;7.5;6.1;8.1;7.7;5.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1014;2019;Escola Pública;1N;Ágata;6.96;8.0;8.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;5.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.22;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.5;5;Não;Escola Pública;1.0;Ametista;7.64;9.0;8.3;7.5;6.3;8.1;8.7;5.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Ametista;7.3;7.42;7.43;Melhorar: Melhorar a sua entrega de lições de casa.;8.83;Destaque: As suas boas notas na Passos Mágicos.;7.28;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.04;5.0;391.0;102.0;8.0;9.2;8.5;;3.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;Fase 3 (7º e 8º ano)
1015;2018;Escola Pública;3R;Ametista;8.05;9.17;7.2;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;6.67;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;9.0;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.13;7.5;10;Sim;Rede Decisão;3.0;Topázio;8.48;9.6;8.9;7.5;6.9;7.9;9.1;10.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;Nível 3 (7o e 8o ano);0.0;Sim;4.0;Topázio;8.67;9.17;8.93;Destaque: A sua boa entrega das lições de casa.;7.27;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.92;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.38;7.97;10.0;18.0;1.0;1.0;6.0;7.7;8.1;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;Fase 4 (9º ano)
1016;2019;Escola Pública;2E;Ametista;7.43;8.5;9.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.11;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.92;7.5;5;Não;Escola Pública;2.0;Quartzo;4.95;9.0;0.8;7.5;1.1;7.5;8.3;5.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017;2018;Rede Decisão/União;2J;Ametista;8.47;9.0;8.8;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;8.28;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08;7.5;10;Não;Rede Decisão;3.0;Ametista;7.84;8.8;7.2;7.5;5.8;7.9;9.2;10.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;Nível 2 (5o e 6o ano);1.0;Sim;4.0;Ametista;7.96;7.92;9.06;Destaque: A sua boa entrega das lições de casa.;6.89;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.08;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.63;7.97;10.0;153.0;14.0;4.0;5.3;6.8;8.5;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;Fase 2 (5º e 6º ano)
1018;2020;Escola Pública;5L;Quartzo;5.0;8.33;4.9;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;5.39;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.54;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
